Idade,Renda_Mensal,Gasto_Internet,Regiao,Genero,Plano_Atual,Motivo_Troca,Ocupacao
40.0,18182.0,174.0,Centro-Oeste,Masculino,Premium,Atendimento Ruim,Professor
24.0,2397.0,198.0,Nordeste,Desconhecido,Intermediario,Atendimento Ruim,Desempregado
61.0,2164.0,263.0,Desconhecido,Feminino,Premium,Cobertura Ruim,Desempregado
36.0,7662.0,343.0,Desconhecido,Masculino,Nao especificado,Atendimento Ruim,Desempregado
25.0,11608.0,113.0,Nordeste,Masculino,Intermediario,Cobertura Ruim,Professor
43.0,1324.0,139.0,Sudeste,Feminino,Intermediario,Preco Alto,Professor
18.0,7662.0,388.0,Nordeste,Feminino,Intermediario,Preco Alto,Professor
42.0,7662.0,191.0,Desconhecido,Desconhecido,Nao especificado,Preco Alto,Desempregado
43.0,7662.0,482.0,Sudeste,Desconhecido,Basico,Cobertura Ruim,Autônomo
43.0,7662.0,481.0,Sudeste,Masculino,Basico,Cobertura Ruim,Professor
43.0,17767.0,338.0,Desconhecido,Feminino,Basico,Atendimento Ruim,Desempregado
43.0,9302.0,354.0,Nordeste,Desconhecido,Intermediario,Atendimento Ruim,Professor
43.0,7662.0,320.0,Sudeste,Masculino,Basico,Atendimento Ruim,Professor
45.0,7415.0,263.0,Desconhecido,Desconhecido,Premium,Preco Alto,Desempregado
38.0,14351.0,265.0,Sudeste,Desconhecido,Basico,Cobertura Ruim,Desempregado
59.0,14135.0,393.0,Sudeste,Masculino,Basico,Preco Alto,Professor
58.0,7662.0,384.0,Sudeste,Masculino,Premium,Atendimento Ruim,Autônomo
40.0,4085.0,448.0,Sudeste,Feminino,Basico,Preco Alto,Autônomo
43.0,15407.0,263.0,Sul,Feminino,Basico,Cobertura Ruim,Professor
40.0,11054.0,191.0,Nordeste,Feminino,Premium,Cobertura Ruim,Professor
49.0,7662.0,357.0,Nordeste,Masculino,Nao especificado,Atendimento Ruim,Professor
43.0,7662.0,320.0,Sudeste,Masculino,Intermediario,Atendimento Ruim,Professor
57.0,19930.0,441.0,Sul,Desconhecido,Nao especificado,Cobertura Ruim,Professor
36.0,5484.0,167.0,Sul,Feminino,Basico,Cobertura Ruim,Desempregado
43.0,2798.0,263.0,Nordeste,Masculino,Intermediario,Cobertura Ruim,Desempregado
44.0,1594.0,263.0,Sudeste,Feminino,Intermediario,Atendimento Ruim,Professor
61.0,3661.0,233.0,Desconhecido,Masculino,Basico,Preco Alto,Autônomo
43.0,3690.0,77.0,Sudeste,Desconhecido,Basico,Preco Alto,Professor
43.0,16401.0,481.0,Desconhecido,Masculino,Premium,Atendimento Ruim,Professor
52.0,3300.0,333.0,Sudeste,Masculino,Intermediario,Preco Alto,Desempregado
43.0,7662.0,263.0,Desconhecido,Desconhecido,Nao especificado,Cobertura Ruim,Autônomo
43.0,2419.0,188.0,Desconhecido,Feminino,Intermediario,Preco Alto,Desempregado
58.0,17633.0,324.0,Sudeste,Feminino,Premium,Atendimento Ruim,Desempregado
29.0,4570.0,472.0,Nordeste,Masculino,Basico,Atendimento Ruim,Autônomo
33.0,10147.0,161.0,Nordeste,Feminino,Nao especificado,Cobertura Ruim,Professor
31.0,7662.0,492.0,Desconhecido,Feminino,Basico,Cobertura Ruim,Desempregado
58.0,6266.0,243.0,Desconhecido,Feminino,Basico,Atendimento Ruim,Autônomo
23.0,2407.0,489.0,Norte,Feminino,Premium,Atendimento Ruim,Professor
58.0,9336.0,263.0,Centro-Oeste,Desconhecido,Premium,Atendimento Ruim,Desempregado
38.0,5706.0,263.0,Sul,Masculino,Nao especificado,Cobertura Ruim,Professor
22.0,16251.0,226.0,Sudeste,Outro,Basico,Cobertura Ruim,Professor
40.0,3625.0,200.0,Sul,Masculino,Premium,Cobertura Ruim,Desempregado
34.0,4870.0,214.0,Sudeste,Feminino,Intermediario,Atendimento Ruim,Autônomo
43.0,7662.0,318.0,Norte,Feminino,Basico,Cobertura Ruim,Autônomo
43.0,8938.0,263.0,Nordeste,Masculino,Basico,Preco Alto,Desempregado
34.0,2737.0,484.0,Desconhecido,Feminino,Nao especificado,Cobertura Ruim,Desempregado
62.0,7662.0,263.0,Nordeste,Masculino,Intermediario,Cobertura Ruim,Professor
39.0,11846.0,263.0,Sudeste,Feminino,Intermediario,Atendimento Ruim,Desempregado
43.0,7662.0,354.0,Desconhecido,Masculino,Nao especificado,Cobertura Ruim,Professor
43.0,13487.0,259.0,Norte,Masculino,Basico,Cobertura Ruim,Professor
23.0,2643.0,169.0,Sudeste,Feminino,Nao especificado,Preco Alto,Desempregado
38.0,9488.0,270.0,Desconhecido,Feminino,Intermediario,Preco Alto,Professor
39.0,7662.0,351.0,Nordeste,Masculino,Premium,Atendimento Ruim,Autônomo
43.0,3525.0,263.0,Nordeste,Feminino,Premium,Cobertura Ruim,Desempregado
24.0,4630.0,211.0,Sudeste,Masculino,Premium,Cobertura Ruim,Desempregado
24.0,7662.0,269.0,Centro-Oeste,Feminino,Basico,Cobertura Ruim,Professor
43.0,10522.0,304.0,Sudeste,Feminino,Basico,Cobertura Ruim,Desempregado
19.0,7565.0,293.0,Sudeste,Desconhecido,Basico,Cobertura Ruim,Professor
32.0,8910.0,90.0,Centro-Oeste,Desconhecido,Intermediario,Atendimento Ruim,Desempregado
30.0,5067.0,260.0,Desconhecido,Feminino,Intermediario,Cobertura Ruim,Professor
43.0,16331.0,402.0,Centro-Oeste,Masculino,Nao especificado,Atendimento Ruim,Autônomo
18.0,13540.0,398.0,Nordeste,Desconhecido,Basico,Cobertura Ruim,Autônomo
43.0,10933.0,268.0,Sudeste,Feminino,Basico,Cobertura Ruim,Autônomo
43.0,18269.0,476.0,Centro-Oeste,Masculino,Nao especificado,Cobertura Ruim,Desempregado
53.0,9301.0,263.0,Desconhecido,Feminino,Premium,Preco Alto,Desempregado
43.0,7811.0,365.0,Sudeste,Masculino,Premium,Atendimento Ruim,Professor
43.0,19384.0,263.0,Centro-Oeste,Desconhecido,Nao especificado,Preco Alto,Desempregado
43.0,7662.0,263.0,Nordeste,Masculino,Intermediario,Atendimento Ruim,Desempregado
31.0,3120.0,179.0,Sul,Desconhecido,Basico,Preco Alto,Desempregado
33.0,3377.0,275.0,Sudeste,Feminino,Intermediario,Cobertura Ruim,Professor
43.0,7662.0,273.0,Desconhecido,Desconhecido,Intermediario,Atendimento Ruim,Professor
20.0,11181.0,173.0,Desconhecido,Feminino,Basico,Cobertura Ruim,Professor
65.0,5199.0,475.0,Norte,Desconhecido,Intermediario,Cobertura Ruim,Professor
43.0,4477.0,186.0,Sudeste,Feminino,Nao especificado,Atendimento Ruim,Desempregado
24.0,2038.0,130.0,Desconhecido,Masculino,Basico,Cobertura Ruim,Professor
46.0,2993.0,255.0,Norte,Feminino,Basico,Atendimento Ruim,Professor
42.0,17672.0,338.0,Nordeste,Feminino,Intermediario,Atendimento Ruim,Professor
52.0,13593.0,171.0,Desconhecido,Masculino,Intermediario,Cobertura Ruim,Autônomo
48.0,18518.0,263.0,Sudeste,Desconhecido,Premium,Cobertura Ruim,Professor
25.0,7662.0,191.0,Norte,Feminino,Basico,Atendimento Ruim,Autônomo
50.0,9887.0,263.0,Nordeste,Feminino,Basico,Cobertura Ruim,Autônomo
48.0,7453.0,187.0,Desconhecido,Feminino,Intermediario,Atendimento Ruim,Desempregado
45.0,16992.0,256.0,Sudeste,Feminino,Basico,Cobertura Ruim,Desempregado
39.0,19782.0,64.0,Desconhecido,Feminino,Basico,Preco Alto,Autônomo
68.0,18296.0,117.0,Sudeste,Desconhecido,Intermediario,Atendimento Ruim,Autônomo
62.0,9806.0,360.0,Norte,Feminino,Basico,Preco Alto,Desempregado
43.0,7662.0,263.0,Sudeste,Feminino,Premium,Preco Alto,Desempregado
18.0,10300.0,263.0,Sudeste,Desconhecido,Intermediario,Cobertura Ruim,Desempregado
40.0,2550.0,58.0,Nordeste,Masculino,Intermediario,Preco Alto,Desempregado
53.0,7662.0,203.0,Desconhecido,Feminino,Basico,Preco Alto,Desempregado
24.0,7662.0,408.0,Norte,Desconhecido,Nao especificado,Cobertura Ruim,Professor
39.0,7662.0,216.0,Desconhecido,Masculino,Basico,Cobertura Ruim,Professor
29.0,9647.0,482.0,Sudeste,Feminino,Nao especificado,Preco Alto,Professor
43.0,5549.0,231.0,Nordeste,Feminino,Intermediario,Preco Alto,Professor
43.0,7055.0,263.0,Sudeste,Masculino,Basico,Preco Alto,Professor
25.0,1919.0,398.0,Sul,Desconhecido,Premium,Preco Alto,Desempregado
41.0,7662.0,492.0,Desconhecido,Outro,Premium,Cobertura Ruim,Professor
64.0,11302.0,225.0,Nordeste,Masculino,Basico,Atendimento Ruim,Professor
43.0,2580.0,263.0,Desconhecido,Feminino,Intermediario,Preco Alto,Autônomo
41.0,14551.0,272.0,Sudeste,Masculino,Basico,Preco Alto,Desempregado
58.0,11059.0,294.0,Sudeste,Desconhecido,Intermediario,Atendimento Ruim,Autônomo
33.0,7662.0,480.0,Sul,Feminino,Basico,Preco Alto,Desempregado
23.0,8660.0,239.0,Sudeste,Desconhecido,Premium,Cobertura Ruim,Professor
30.0,7662.0,263.0,Sudeste,Feminino,Premium,Atendimento Ruim,Desempregado
58.0,7662.0,320.0,Nordeste,Masculino,Nao especificado,Cobertura Ruim,Autônomo
51.0,13283.0,66.0,Desconhecido,Feminino,Basico,Preco Alto,Desempregado
23.0,7810.0,263.0,Sudeste,Masculino,Intermediario,Cobertura Ruim,Professor
43.0,3511.0,237.0,Norte,Desconhecido,Intermediario,Atendimento Ruim,Desempregado
66.0,11903.0,263.0,Sudeste,Desconhecido,Nao especificado,Atendimento Ruim,Professor
20.0,12267.0,263.0,Desconhecido,Feminino,Intermediario,Atendimento Ruim,Autônomo
43.0,7662.0,235.0,Desconhecido,Masculino,Nao especificado,Atendimento Ruim,Professor
38.0,14839.0,446.0,Sudeste,Masculino,Basico,Cobertura Ruim,Desempregado
43.0,7662.0,270.0,Sul,Masculino,Basico,Cobertura Ruim,Professor
43.0,7662.0,263.0,Sudeste,Feminino,Basico,Preco Alto,Autônomo
57.0,11317.0,250.0,Nordeste,Masculino,Basico,Cobertura Ruim,Desempregado
46.0,9773.0,496.0,Sul,Desconhecido,Nao especificado,Preco Alto,Professor
47.0,3480.0,314.0,Norte,Feminino,Nao especificado,Cobertura Ruim,Desempregado
43.0,16763.0,159.0,Centro-Oeste,Feminino,Nao especificado,Cobertura Ruim,Desempregado
25.0,7662.0,54.0,Norte,Feminino,Basico,Preco Alto,Professor
52.0,15847.0,263.0,Nordeste,Feminino,Nao especificado,Cobertura Ruim,Professor
18.0,19980.0,338.0,Sul,Feminino,Basico,Cobertura Ruim,Autônomo
35.0,15553.0,263.0,Sul,Feminino,Basico,Cobertura Ruim,Professor
31.0,16064.0,263.0,Desconhecido,Desconhecido,Intermediario,Atendimento Ruim,Autônomo
38.0,19913.0,181.0,Sudeste,Desconhecido,Premium,Atendimento Ruim,Professor
70.0,18925.0,402.0,Nordeste,Masculino,Basico,Atendimento Ruim,Autônomo
53.0,6174.0,263.0,Sudeste,Desconhecido,Basico,Cobertura Ruim,Professor
32.0,3833.0,145.0,Desconhecido,Desconhecido,Basico,Cobertura Ruim,Autônomo
46.0,5028.0,263.0,Desconhecido,Masculino,Nao especificado,Atendimento Ruim,Professor
41.0,7594.0,255.0,Sudeste,Feminino,Basico,Preco Alto,Professor
59.0,15067.0,468.0,Sul,Feminino,Nao especificado,Cobertura Ruim,Professor
40.0,12975.0,263.0,Nordeste,Masculino,Basico,Preco Alto,Professor
62.0,14616.0,376.0,Desconhecido,Desconhecido,Basico,Cobertura Ruim,Professor
18.0,6137.0,256.0,Centro-Oeste,Masculino,Basico,Atendimento Ruim,Autônomo
48.0,4450.0,229.0,Norte,Feminino,Nao especificado,Atendimento Ruim,Professor
43.0,1625.0,263.0,Sudeste,Feminino,Basico,Cobertura Ruim,Desempregado
53.0,10520.0,254.0,Centro-Oeste,Masculino,Basico,Cobertura Ruim,Desempregado
43.0,14802.0,154.0,Sudeste,Desconhecido,Basico,Preco Alto,Autônomo
38.0,17189.0,263.0,Sudeste,Feminino,Intermediario,Atendimento Ruim,Desempregado
18.0,7359.0,284.0,Nordeste,Desconhecido,Basico,Atendimento Ruim,Professor
61.0,18165.0,235.0,Desconhecido,Feminino,Basico,Atendimento Ruim,Professor
24.0,3886.0,263.0,Desconhecido,Feminino,Basico,Cobertura Ruim,Professor
51.0,7842.0,329.0,Sul,Feminino,Nao especificado,Cobertura Ruim,Desempregado
69.0,4030.0,312.0,Sudeste,Feminino,Intermediario,Cobertura Ruim,Desempregado
19.0,3704.0,208.0,Sul,Desconhecido,Basico,Preco Alto,Professor
68.0,7662.0,222.0,Nordeste,Masculino,Nao especificado,Atendimento Ruim,Desempregado
19.0,7662.0,263.0,Sudeste,Desconhecido,Basico,Cobertura Ruim,Desempregado
61.0,1469.0,460.0,Sudeste,Desconhecido,Premium,Cobertura Ruim,Professor
68.0,4725.0,211.0,Sudeste,Feminino,Basico,Cobertura Ruim,Autônomo
70.0,7662.0,263.0,Nordeste,Feminino,Basico,Preco Alto,Professor
41.0,7662.0,192.0,Desconhecido,Feminino,Premium,Cobertura Ruim,Desempregado
63.0,12326.0,154.0,Sul,Masculino,Premium,Cobertura Ruim,Desempregado
25.0,9015.0,263.0,Sudeste,Desconhecido,Basico,Atendimento Ruim,Desempregado
40.0,7076.0,263.0,Nordeste,Feminino,Nao especificado,Atendimento Ruim,Professor
35.0,7662.0,277.0,Desconhecido,Masculino,Premium,Preco Alto,Autônomo
43.0,4840.0,341.0,Desconhecido,Feminino,Basico,Atendimento Ruim,Professor
53.0,5835.0,90.0,Sul,Desconhecido,Nao especificado,Cobertura Ruim,Professor
23.0,7662.0,263.0,Desconhecido,Masculino,Intermediario,Cobertura Ruim,Professor
70.0,19726.0,189.0,Sudeste,Masculino,Basico,Cobertura Ruim,Desempregado
49.0,3653.0,263.0,Norte,Desconhecido,Nao especificado,Cobertura Ruim,Professor
63.0,5650.0,263.0,Nordeste,Feminino,Nao especificado,Preco Alto,Professor
60.0,4873.0,158.0,Nordeste,Desconhecido,Intermediario,Atendimento Ruim,Professor
57.0,7662.0,212.0,Sudeste,Feminino,Intermediario,Atendimento Ruim,Desempregado
20.0,4099.0,313.0,Sul,Masculino,Nao especificado,Atendimento Ruim,Professor
44.0,17505.0,316.0,Sudeste,Feminino,Premium,Preco Alto,Autônomo
35.0,16015.0,87.0,Desconhecido,Desconhecido,Intermediario,Cobertura Ruim,Desempregado
43.0,7662.0,106.0,Nordeste,Masculino,Basico,Preco Alto,Professor
43.0,5963.0,263.0,Sudeste,Masculino,Basico,Cobertura Ruim,Desempregado
50.0,5261.0,476.0,Sul,Masculino,Basico,Atendimento Ruim,Autônomo
43.0,7662.0,500.0,Desconhecido,Masculino,Premium,Preco Alto,Autônomo
43.0,10419.0,494.0,Sul,Feminino,Basico,Cobertura Ruim,Autônomo
39.0,8773.0,219.0,Sul,Feminino,Intermediario,Cobertura Ruim,Desempregado
21.0,6734.0,263.0,Sudeste,Masculino,Nao especificado,Atendimento Ruim,Autônomo
49.0,16336.0,126.0,Desconhecido,Masculino,Nao especificado,Atendimento Ruim,Desempregado
48.0,10356.0,211.0,Nordeste,Feminino,Nao especificado,Cobertura Ruim,Autônomo
68.0,4607.0,263.0,Sul,Feminino,Premium,Atendimento Ruim,Autônomo
43.0,6058.0,263.0,Sudeste,Feminino,Nao especificado,Cobertura Ruim,Autônomo
39.0,7662.0,225.0,Nordeste,Masculino,Basico,Atendimento Ruim,Autônomo
43.0,9637.0,182.0,Nordeste,Masculino,Basico,Atendimento Ruim,Professor
66.0,9517.0,263.0,Sudeste,Feminino,Basico,Cobertura Ruim,Autônomo
39.0,16708.0,210.0,Desconhecido,Feminino,Nao especificado,Preco Alto,Desempregado
41.0,7662.0,220.0,Norte,Feminino,Nao especificado,Cobertura Ruim,Autônomo
32.0,7662.0,296.0,Centro-Oeste,Feminino,Premium,Atendimento Ruim,Professor
18.0,7662.0,141.0,Desconhecido,Masculino,Basico,Preco Alto,Autônomo
24.0,11175.0,263.0,Sudeste,Desconhecido,Intermediario,Cobertura Ruim,Autônomo
53.0,14308.0,483.0,Sudeste,Masculino,Intermediario,Cobertura Ruim,Professor
52.0,2482.0,262.0,Nordeste,Masculino,Basico,Atendimento Ruim,Professor
35.0,5131.0,284.0,Sudeste,Feminino,Basico,Cobertura Ruim,Autônomo
42.0,3464.0,229.0,Sudeste,Feminino,Basico,Cobertura Ruim,Professor
34.0,7805.0,478.0,Sudeste,Desconhecido,Nao especificado,Cobertura Ruim,Desempregado
54.0,7662.0,151.0,Desconhecido,Desconhecido,Premium,Cobertura Ruim,Desempregado
61.0,4245.0,263.0,Sul,Masculino,Basico,Atendimento Ruim,Professor
64.0,13176.0,320.0,Nordeste,Masculino,Basico,Preco Alto,Desempregado
28.0,6466.0,393.0,Norte,Feminino,Basico,Atendimento Ruim,Desempregado
52.0,7662.0,263.0,Sudeste,Feminino,Basico,Preco Alto,Desempregado
68.0,10535.0,263.0,Desconhecido,Feminino,Basico,Preco Alto,Autônomo
50.0,7662.0,200.0,Centro-Oeste,Desconhecido,Basico,Atendimento Ruim,Autônomo
36.0,4435.0,386.0,Norte,Feminino,Basico,Atendimento Ruim,Professor
43.0,18072.0,420.0,Norte,Feminino,Basico,Preco Alto,Desempregado
52.0,5847.0,338.0,Desconhecido,Masculino,Nao especificado,Cobertura Ruim,Professor
39.0,10413.0,263.0,Sul,Masculino,Intermediario,Atendimento Ruim,Professor
24.0,3532.0,263.0,Nordeste,Feminino,Nao especificado,Atendimento Ruim,Professor
48.0,7662.0,478.0,Desconhecido,Desconhecido,Basico,Preco Alto,Professor
59.0,19449.0,287.0,Nordeste,Masculino,Basico,Atendimento Ruim,Desempregado
70.0,14609.0,228.0,Centro-Oeste,Masculino,Nao especificado,Atendimento Ruim,Desempregado
31.0,10256.0,335.0,Centro-Oeste,Masculino,Basico,Cobertura Ruim,Professor
53.0,7003.0,263.0,Sul,Feminino,Basico,Cobertura Ruim,Desempregado
19.0,5697.0,263.0,Sudeste,Desconhecido,Basico,Cobertura Ruim,Professor
69.0,7662.0,383.0,Desconhecido,Masculino,Basico,Atendimento Ruim,Desempregado
18.0,5483.0,163.0,Norte,Feminino,Basico,Cobertura Ruim,Professor
37.0,7662.0,234.0,Desconhecido,Desconhecido,Nao especificado,Atendimento Ruim,Desempregado
22.0,17290.0,219.0,Norte,Masculino,Nao especificado,Cobertura Ruim,Desempregado
49.0,7662.0,214.0,Sudeste,Feminino,Basico,Preco Alto,Professor
36.0,6625.0,320.0,Nordeste,Desconhecido,Intermediario,Cobertura Ruim,Professor
55.0,8492.0,265.0,Sudeste,Masculino,Basico,Preco Alto,Desempregado
18.0,9270.0,396.0,Sudeste,Masculino,Basico,Cobertura Ruim,Professor
40.0,11151.0,94.0,Nordeste,Masculino,Basico,Atendimento Ruim,Desempregado
36.0,1351.0,263.0,Nordeste,Masculino,Premium,Cobertura Ruim,Professor
23.0,16011.0,60.0,Nordeste,Masculino,Basico,Preco Alto,Professor
43.0,4720.0,179.0,Sul,Desconhecido,Basico,Atendimento Ruim,Professor
49.0,7307.0,263.0,Norte,Masculino,Basico,Preco Alto,Professor
43.0,15982.0,263.0,Desconhecido,Masculino,Intermediario,Atendimento Ruim,Professor
43.0,19921.0,131.0,Sudeste,Feminino,Basico,Cobertura Ruim,Desempregado
45.0,14798.0,235.0,Sudeste,Masculino,Intermediario,Preco Alto,Desempregado
70.0,7662.0,385.0,Nordeste,Masculino,Nao especificado,Preco Alto,Professor
44.0,5996.0,313.0,Desconhecido,Feminino,Basico,Preco Alto,Professor
43.0,4454.0,388.0,Nordeste,Masculino,Basico,Atendimento Ruim,Autônomo
35.0,19091.0,88.0,Sudeste,Feminino,Intermediario,Cobertura Ruim,Autônomo
54.0,4670.0,285.0,Sul,Feminino,Intermediario,Cobertura Ruim,Professor
55.0,18564.0,263.0,Sudeste,Desconhecido,Intermediario,Cobertura Ruim,Professor
43.0,18416.0,447.0,Centro-Oeste,Desconhecido,Intermediario,Preco Alto,Professor
47.0,15928.0,263.0,Sudeste,Desconhecido,Basico,Cobertura Ruim,Desempregado
42.0,7662.0,242.0,Centro-Oeste,Feminino,Nao especificado,Cobertura Ruim,Professor
33.0,1345.0,263.0,Norte,Feminino,Basico,Preco Alto,Professor
56.0,14773.0,242.0,Sul,Desconhecido,Basico,Cobertura Ruim,Autônomo
53.0,16026.0,263.0,Sudeste,Desconhecido,Basico,Cobertura Ruim,Desempregado
65.0,7662.0,263.0,Desconhecido,Desconhecido,Premium,Preco Alto,Professor
43.0,4089.0,177.0,Nordeste,Desconhecido,Nao especificado,Atendimento Ruim,Desempregado
38.0,13233.0,214.0,Sudeste,Masculino,Intermediario,Cobertura Ruim,Professor
53.0,7902.0,197.0,Sudeste,Feminino,Basico,Preco Alto,Professor
48.0,5485.0,397.0,Norte,Masculino,Intermediario,Cobertura Ruim,Desempregado
48.0,10015.0,470.0,Desconhecido,Desconhecido,Basico,Cobertura Ruim,Desempregado
43.0,8542.0,239.0,Sudeste,Feminino,Intermediario,Cobertura Ruim,Professor
65.0,7662.0,109.0,Sul,Desconhecido,Basico,Preco Alto,Desempregado
28.0,4724.0,122.0,Nordeste,Feminino,Nao especificado,Cobertura Ruim,Professor
35.0,7490.0,234.0,Sudeste,Feminino,Basico,Atendimento Ruim,Desempregado
50.0,7331.0,233.0,Norte,Feminino,Basico,Cobertura Ruim,Autônomo
46.0,5150.0,155.0,Sul,Masculino,Nao especificado,Preco Alto,Desempregado
50.0,4664.0,401.0,Desconhecido,Desconhecido,Basico,Cobertura Ruim,Professor
43.0,18842.0,265.0,Sul,Feminino,Basico,Atendimento Ruim,Professor
39.0,16510.0,263.0,Centro-Oeste,Feminino,Basico,Cobertura Ruim,Professor
25.0,15354.0,126.0,Sudeste,Masculino,Nao especificado,Cobertura Ruim,Professor
49.0,4037.0,249.0,Centro-Oeste,Desconhecido,Premium,Cobertura Ruim,Professor
28.0,3720.0,140.0,Centro-Oeste,Feminino,Basico,Preco Alto,Professor
51.0,15165.0,284.0,Nordeste,Desconhecido,Basico,Atendimento Ruim,Professor
69.0,3661.0,230.0,Sudeste,Feminino,Nao especificado,Cobertura Ruim,Desempregado
32.0,7662.0,263.0,Desconhecido,Masculino,Basico,Cobertura Ruim,Professor
26.0,4127.0,240.0,Norte,Masculino,Basico,Cobertura Ruim,Autônomo
19.0,6114.0,263.0,Desconhecido,Feminino,Intermediario,Atendimento Ruim,Desempregado
38.0,7662.0,403.0,Sudeste,Masculino,Basico,Cobertura Ruim,Professor
30.0,17247.0,204.0,Sudeste,Desconhecido,Premium,Atendimento Ruim,Professor
43.0,7662.0,269.0,Sudeste,Feminino,Intermediario,Cobertura Ruim,Autônomo
44.0,18578.0,263.0,Sudeste,Masculino,Nao especificado,Atendimento Ruim,Desempregado
36.0,11663.0,244.0,Sul,Masculino,Nao especificado,Cobertura Ruim,Desempregado
56.0,6794.0,227.0,Desconhecido,Feminino,Basico,Cobertura Ruim,Autônomo
65.0,7662.0,243.0,Sudeste,Feminino,Intermediario,Atendimento Ruim,Professor
30.0,10063.0,133.0,Sudeste,Feminino,Intermediario,Cobertura Ruim,Desempregado
43.0,3991.0,234.0,Desconhecido,Masculino,Basico,Cobertura Ruim,Autônomo
25.0,16200.0,263.0,Sudeste,Desconhecido,Premium,Cobertura Ruim,Professor
31.0,7662.0,263.0,Desconhecido,Masculino,Intermediario,Preco Alto,Desempregado
46.0,13242.0,185.0,Desconhecido,Desconhecido,Basico,Atendimento Ruim,Professor
43.0,11720.0,203.0,Sudeste,Desconhecido,Basico,Cobertura Ruim,Professor
20.0,5724.0,57.0,Sudeste,Masculino,Intermediario,Atendimento Ruim,Professor
34.0,13890.0,139.0,Sudeste,Feminino,Basico,Cobertura Ruim,Autônomo
65.0,16028.0,217.0,Sudeste,Feminino,Premium,Cobertura Ruim,Professor
28.0,13511.0,263.0,Desconhecido,Masculino,Nao especificado,Cobertura Ruim,Professor
56.0,14340.0,201.0,Sudeste,Masculino,Nao especificado,Cobertura Ruim,Autônomo
54.0,5885.0,108.0,Desconhecido,Feminino,Nao especificado,Cobertura Ruim,Desempregado
24.0,18572.0,263.0,Sudeste,Masculino,Premium,Cobertura Ruim,Desempregado
35.0,7662.0,255.0,Nordeste,Masculino,Basico,Preco Alto,Autônomo
29.0,7662.0,271.0,Norte,Masculino,Basico,Atendimento Ruim,Autônomo
43.0,16394.0,211.0,Norte,Masculino,Nao especificado,Cobertura Ruim,Professor
28.0,2896.0,263.0,Desconhecido,Outro,Intermediario,Preco Alto,Autônomo
30.0,19145.0,263.0,Nordeste,Desconhecido,Intermediario,Preco Alto,Autônomo
27.0,19908.0,263.0,Sudeste,Masculino,Basico,Cobertura Ruim,Autônomo
23.0,10012.0,263.0,Sul,Feminino,Premium,Cobertura Ruim,Desempregado
44.0,14500.0,263.0,Sudeste,Feminino,Basico,Preco Alto,Autônomo
18.0,18319.0,114.0,Nordeste,Feminino,Premium,Preco Alto,Professor
65.0,1573.0,243.0,Sudeste,Masculino,Nao especificado,Cobertura Ruim,Desempregado
29.0,18225.0,462.0,Desconhecido,Desconhecido,Nao especificado,Preco Alto,Professor
48.0,7662.0,263.0,Nordeste,Desconhecido,Premium,Atendimento Ruim,Professor
43.0,15650.0,262.0,Sul,Masculino,Basico,Cobertura Ruim,Autônomo
20.0,8352.0,304.0,Sudeste,Feminino,Basico,Preco Alto,Autônomo
44.0,8094.0,263.0,Sudeste,Desconhecido,Nao especificado,Preco Alto,Desempregado
41.0,7662.0,455.0,Sudeste,Masculino,Basico,Preco Alto,Autônomo
